gene_id	gene_name	chromosome	start	end
ENSG00000206053	JPT2	chr16	1678256	1702280
ENSG00000278987	ENSG00000278987	chr16	1688355	1690536
ENSG00000138834	MAPK8IP3	chr16	1706166	1770351
ENSG00000275092	ENSG00000275092	chr16	1707252	1707973
ENSG00000261399	MAPK8IP3-AS1	chr16	1711102	1714401
ENSG00000265820	MIR3177	chr16	1734985	1735066
ENSG00000261207	ENSG00000261207	chr16	1751559	1752262
ENSG00000103024	NME3	chr16	1770320	1771561
ENSG00000074071	MRPS34	chr16	1771890	1773150
ENSG00000197774	EME2	chr16	1772810	1781708
ENSG00000162032	SPSB3	chr16	1776712	1793700
ENSG00000095906	NUBP2	chr16	1782932	1789186
ENSG00000099769	IGFALS	chr16	1790413	1794971
ENSG00000063854	HAGH	chr16	1795620	1827157
ENSG00000180185	FAHD1	chr16	1826967	1840207
ENSG00000162039	MEIOB	chr16	1833986	1884294
ENSG00000260541	ENSG00000260541	chr16	1841020	1843547
ENSG00000259947	LINC02124	chr16	1859900	1890762
ENSG00000281219	LINC00254	chr16	1878285	1884233
ENSG00000162040	HS3ST6	chr16	1911475	1918415
ENSG00000295631	ENSG00000295631	chr16	1919894	1921131
ENSG00000198736	MSRB1	chr16	1938229	1943199
ENSG00000295233	ENSG00000295233	chr16	1943485	1944639
ENSG00000140986	RPL3L	chr16	1943974	1957606
ENSG00000140990	NDUFB10	chr16	1959538	1961975
ENSG00000140988	RPS2	chr16	1962058	1964841
ENSG00000206811	SNORA10	chr16	1962334	1962466
ENSG00000207405	SNORA64	chr16	1962973	1963106
ENSG00000255513	ENSG00000255513	chr16	1963745	1964095
ENSG00000255198	SNHG9	chr16	1964526	1965513
ENSG00000273587	SNORA78	chr16	1965184	1965310
ENSG00000179580	RNF151	chr16	1966823	1968975
ENSG00000277602	ENSG00000277602	chr16	1971655	1971896
ENSG00000183751	TBL3	chr16	1972053	1982929
ENSG00000196408	NOXO1	chr16	1978917	1984192
ENSG00000127554	GFER	chr16	1984193	1987749
ENSG00000261790	ENSG00000261790	chr16	1984877	1990477
ENSG00000127561	SYNGR3	chr16	1989660	1994275
ENSG00000299741	ENSG00000299741	chr16	1991647	1992226
ENSG00000260107	ENSG00000260107	chr16	1997654	1998374
ENSG00000167962	ZNF598	chr16	1997654	2009821
ENSG00000183971	NPW	chr16	2009926	2020755
ENSG00000265386	RN7SL219P	chr16	2013181	2013476
ENSG00000065054	NHERF2	chr16	2025356	2039026
ENSG00000303758	ENSG00000303758	chr16	2039813	2040284
ENSG00000065057	NTHL1	chr16	2039815	2047866
ENSG00000103197	TSC2	chr16	2047967	2089491
ENSG00000008710	PKD1	chr16	2088708	2135898
ENSG00000221656	MIR1225	chr16	2090195	2090284
ENSG00000259933	PKD1-AS1	chr16	2091436	2095433
ENSG00000261123	ENSG00000261123	chr16	2094830	2097026
ENSG00000284008	MIR6511B1	chr16	2106669	2106753
ENSG00000261240	ENSG00000261240	chr16	2112275	2113561
ENSG00000260447	ENSG00000260447	chr16	2119207	2120248
ENSG00000200059	Y_RNA	chr16	2131851	2131950
ENSG00000265867	MIR4516	chr16	2133119	2133204
ENSG00000264397	MIR3180-5	chr16	2135977	2136129
ENSG00000167964	RAB26	chr16	2140803	2154165
ENSG00000260260	SNHG19	chr16	2151103	2155672
ENSG00000206630	SNORD60	chr16	2155023	2155105
ENSG00000281010	ENSG00000281010	chr16	2155025	2155104
ENSG00000131653	TRAF7	chr16	2155698	2178129
ENSG00000167971	CASKIN1	chr16	2177180	2196605
ENSG00000167965	MLST8	chr16	2204248	2209453
ENSG00000182685	BRICD5	chr16	2209253	2210905
ENSG00000184207	PGP	chr16	2211593	2214840
ENSG00000261532	ENSG00000261532	chr16	2211997	2212863
ENSG00000167967	E4F1	chr16	2223580	2235742
ENSG00000259780	ENSG00000259780	chr16	2235689	2236913
ENSG00000167968	DNASE1L2	chr16	2235816	2238711
ENSG00000167969	ECI1	chr16	2239402	2252300
ENSG00000261663	ECI1-AS1	chr16	2240487	2241818
ENSG00000299317	ENSG00000299317	chr16	2251690	2261526
ENSG00000205937	RNPS1	chr16	2253116	2268397
ENSG00000260778	MIR3677HG	chr16	2267881	2273428
ENSG00000266643	MIR3677	chr16	2270713	2270772
ENSG00000284346	MIR940	chr16	2271747	2271840
ENSG00000264004	MIR4717	chr16	2274620	2274691
ENSG00000167972	ABCA3	chr16	2275881	2340746
ENSG00000243445	ENSG00000243445	chr16	2332313	2332732
ENSG00000293423	ABCA17P	chr16	2339109	2426699
ENSG00000238098	ABCA17P	chr16	2361144	2425685
ENSG00000293800	ENSG00000293800	chr16	2361513	2366012
ENSG00000162063	CCNF	chr16	2429394	2458854
ENSG00000285970	ENSG00000285970	chr16	2430702	2437103
ENSG00000283180	MIR6767	chr16	2445392	2445457
ENSG00000260874	ENSG00000260874	chr16	2452581	2459989
ENSG00000162062	TEDC2	chr16	2460086	2464963
ENSG00000274805	MIR6768	chr16	2463967	2464038
ENSG00000259895	TEDC2-AS1	chr16	2464950	2468213
ENSG00000162068	NTN3	chr16	2471297	2474145
ENSG00000162065	TBC1D24	chr16	2475051	2509671
ENSG00000260293	ENSG00000260293	chr16	2476558	2482173
ENSG00000260272	ENSG00000260272	chr16	2496032	2520218
ENSG00000185883	ATP6V0C	chr16	2513952	2520218
ENSG00000259784	ENSG00000259784	chr16	2513965	2527955
ENSG00000279520	ENSG00000279520	chr16	2516658	2517999
ENSG00000162066	AMDHD2	chr16	2520357	2531422
ENSG00000205923	CEMP1	chr16	2530035	2531417
ENSG00000307949	ENSG00000307949	chr16	2531894	2532580
ENSG00000266232	MIR3178	chr16	2531922	2532005
ENSG00000140992	PDPK1	chr16	2537979	2603190
ENSG00000304679	ENSG00000304679	chr16	2550219	2551389
ENSG00000261613	ENSG00000261613	chr16	2554060	2556060
ENSG00000261288	ENSG00000261288	chr16	2554975	2556105
ENSG00000304654	ENSG00000304654	chr16	2556365	2557687
ENSG00000269937	ENSG00000269937	chr16	2561471	2565096
ENSG00000261140	ENSG00000261140	chr16	2569043	2571936
ENSG00000260436	ENSG00000260436	chr16	2571570	2572353
ENSG00000279568	ENSG00000279568	chr16	2575628	2577373
ENSG00000280402	ENSG00000280402	chr16	2578395	2579963
ENSG00000279162	ENSG00000279162	chr16	2592514	2594563
ENSG00000261093	ENSG00000261093	chr16	2597881	2599718
ENSG00000291228	ENSG00000291228	chr16	2603326	2635788
ENSG00000215154	ENSG00000215154	chr16	2603474	2614071
ENSG00000260565	ERVK13-1	chr16	2608379	2682398
ENSG00000290728	ENSG00000290728	chr16	2616121	2655078
ENSG00000205918	PDPK2P	chr16	2616453	2642432
ENSG00000279057	ENSG00000279057	chr16	2620222	2621794
ENSG00000260176	ENSG00000260176	chr16	2644084	2645214
ENSG00000295697	ENSG00000295697	chr16	2650760	2651930
ENSG00000295643	ENSG00000295643	chr16	2664468	2682199
ENSG00000295667	ENSG00000295667	chr16	2677794	2681057
ENSG00000167977	KCTD5	chr16	2682523	2709030
ENSG00000279901	ENSG00000279901	chr16	2683106	2684764
ENSG00000172382	PRSS27	chr16	2712419	2720551
ENSG00000205913	SRRM2-AS1	chr16	2737070	2752620
ENSG00000167978	SRRM2	chr16	2752626	2772538
ENSG00000103363	ELOB	chr16	2771414	2777289
ENSG00000276791	ENSG00000276791	chr16	2777319	2780568
ENSG00000103355	PRSS33	chr16	2783953	2787948
ENSG00000221719	SNORA3C	chr16	2796408	2796532
ENSG00000215148	PRSS41	chr16	2798470	2805304
ENSG00000007038	PRSS21	chr16	2817180	2826304
ENSG00000262154	EIF1P4	chr16	2822659	2822993
ENSG00000162078	ZG16B	chr16	2830253	2839585
ENSG00000291300	PRSS30P	chr16	2839565	2842760
ENSG00000172460	PRSS30P	chr16	2839656	2841328
ENSG00000005001	PRSS22	chr16	2852730	2858170
ENSG00000263325	ENSG00000263325	chr16	2856503	2861801
ENSG00000263280	ENSG00000263280	chr16	2866319	2868533
ENSG00000162076	FLYWCH2	chr16	2883213	2899382
ENSG00000289222	ENSG00000289222	chr16	2903540	2905439
ENSG00000295931	ENSG00000295931	chr16	2904374	2904765
ENSG00000059122	FLYWCH1	chr16	2911931	2951208
ENSG00000262959	RPL23AP86	chr16	2922662	2923202
ENSG00000262482	ENSG00000262482	chr16	2939539	2956146
ENSG00000131650	KREMEN2	chr16	2964216	2968380
ENSG00000127564	PKMYT1	chr16	2968024	2980479
ENSG00000162073	PAQR4	chr16	2969270	2973484
ENSG00000262362	ENSG00000262362	chr16	2981174	3005130
ENSG00000262152	GREP1	chr16	2988256	3002295
ENSG00000289281	ENSG00000289281	chr16	3004132	3004859
ENSG00000272079	ENSG00000272079	chr16	3004871	3007388
ENSG00000304416	ENSG00000304416	chr16	3006368	3008383
ENSG00000213937	CLDN9	chr16	3012923	3014505
ENSG00000184697	CLDN6	chr16	3014712	3020071
ENSG00000006327	TNFRSF12A	chr16	3018445	3022383
ENSG00000103145	HCFC1R1	chr16	3022625	3024286
ENSG00000131652	THOC6	chr16	3024027	3027755
ENSG00000162069	BICDL2	chr16	3027682	3036944
ENSG00000205890	ENSG00000205890	chr16	3032481	3039133
ENSG00000261971	MMP25-AS1	chr16	3037233	3059370
ENSG00000008516	MMP25	chr16	3046062	3060729
ENSG00000008517	IL32	chr16	3065297	3082192
ENSG00000252561	RNU1-125P	chr16	3069523	3069651
ENSG00000262370	ENSG00000262370	chr16	3076911	3087112
ENSG00000200204	RNU1-22P	chr16	3086143	3086300
ENSG00000130182	ZSCAN10	chr16	3088890	3099295
ENSG00000263072	ZNF213-AS1	chr16	3100696	3150562
ENSG00000263011	ENSG00000263011	chr16	3102259	3109596
ENSG00000122386	ZNF205	chr16	3112560	3120517
ENSG00000085644	ZNF213	chr16	3129777	3142804
ENSG00000293410	ENSG00000293410	chr16	3143771	3149974
ENSG00000228146	CASP16P	chr16	3144015	3149808
ENSG00000302384	ENSG00000302384	chr16	3152896	3153135
ENSG00000261889	ENSG00000261889	chr16	3156736	3157483
ENSG00000306338	ENSG00000306338	chr16	3157699	3161086
ENSG00000262521	ENSG00000262521	chr16	3181232	3184094
ENSG00000168124	OR1F1	chr16	3188204	3224779
ENSG00000203581	OR1F2P	chr16	3215611	3216543
ENSG00000010539	ZNF200	chr16	3222325	3236221
ENSG00000103313	MEFV	chr16	3242027	3256633
ENSG00000281005	LINC00921	chr16	3263743	3269151
ENSG00000290183	ENSG00000290183	chr16	3263800	3291029
ENSG00000279330	ENSG00000279330	chr16	3273609	3275807
ENSG00000006194	ZNF263	chr16	3283283	3301401
ENSG00000279031	ENSG00000279031	chr16	3292879	3293403
ENSG00000140993	TIGD7	chr16	3298808	3305729
ENSG00000162086	ZNF75A	chr16	3305406	3318852
ENSG00000262899	ENSG00000262899	chr16	3307573	3308393
ENSG00000262316	RPL7L1P19	chr16	3323192	3323925
ENSG00000168158	OR2C1	chr16	3355889	3357306
ENSG00000285329	ENSG00000285329	chr16	3365099	3479550
ENSG00000262118	MTCO1P28	chr16	3367719	3369246
ENSG00000263177	MTND1P8	chr16	3369957	3370906
ENSG00000140987	ZSCAN32	chr16	3382081	3401065
ENSG00000103343	ZNF174	chr16	3401215	3409364
ENSG00000167981	ZNF597	chr16	3432414	3443504
ENSG00000122390	NAA60	chr16	3443649	3486953
ENSG00000303291	ENSG00000303291	chr16	3450730	3456413
ENSG00000263212	ENSG00000263212	chr16	3458071	3515564
ENSG00000273776	MIR6126	chr16	3485381	3485469
ENSG00000215131	C16orf90	chr16	3493484	3495489
ENSG00000240311	ENSG00000240311	chr16	3496201	3496768
ENSG00000103351	CLUAP1	chr16	3500976	3539048
ENSG00000278942	ENSG00000278942	chr16	3533429	3534258
ENSG00000167984	NLRC3	chr16	3539033	3577403
ENSG00000262312	ENSG00000262312	chr16	3542739	3545785
ENSG00000261938	ENSG00000261938	chr16	3581181	3583266
ENSG00000188827	SLX4	chr16	3581181	3611606
ENSG00000213918	DNASE1	chr16	3611728	3680143
ENSG00000263235	ENSG00000263235	chr16	3650636	3651703
ENSG00000126602	TRAP1	chr16	3651639	3717553
ENSG00000276754	ENSG00000276754	chr16	3686998	3687380
ENSG00000005339	CREBBP	chr16	3725054	3880713
ENSG00000262516	DPPA3P6	chr16	3840528	3841010
ENSG00000262185	LINC02861	chr16	3930806	3950614
ENSG00000162104	ADCY9	chr16	3953387	4116442
ENSG00000263159	ENSG00000263159	chr16	4032012	4032936
ENSG00000262471	ENSG00000262471	chr16	4130555	4130820
ENSG00000263105	ENSG00000263105	chr16	4160968	4187976
ENSG00000298290	ENSG00000298290	chr16	4183356	4183678
ENSG00000185739	SRL	chr16	4189374	4242080
ENSG00000262468	LINC01569	chr16	4243943	4253855
ENSG00000090447	TFAP4	chr16	4257186	4273075
ENSG00000288935	ENSG00000288935	chr16	4301025	4307644
ENSG00000126603	GLIS2	chr16	4314761	4339597
ENSG00000262686	GLIS2-AS1	chr16	4323795	4328522
ENSG00000217930	PAM16	chr16	4331549	4355607
ENSG00000262712	ENSG00000262712	chr16	4335870	4337818
ENSG00000103426	CORO7-PAM16	chr16	4340251	4420494
ENSG00000280063	ENSG00000280063	chr16	4346694	4348648
ENSG00000262246	CORO7	chr16	4354542	4425705
ENSG00000168140	VASN	chr16	4371848	4383538
ENSG00000103423	DNAJA3	chr16	4425805	4456775
ENSG00000277170	ENSG00000277170	chr16	4426902	4427380
ENSG00000277440	ENSG00000277440	chr16	4430522	4431103
ENSG00000275515	ENSG00000275515	chr16	4433202	4433387
ENSG00000153406	NMRAL1	chr16	4461691	4495763
ENSG00000103415	HMOX2	chr16	4474690	4510347
ENSG00000089486	CDIP1	chr16	4510669	4538828
ENSG00000278434	ENSG00000278434	chr16	4532216	4533670
ENSG00000205832	C16orf96	chr16	4556340	4600758
ENSG00000261789	ENSG00000261789	chr16	4560001	4561662
ENSG00000261612	SUB1P3	chr16	4562814	4563128
ENSG00000153443	UBALD1	chr16	4608883	4615027
ENSG00000102858	MGRN1	chr16	4616493	4690974
ENSG00000263955	RN7SL850P	chr16	4633591	4633881
ENSG00000261442	ENSG00000261442	chr16	4634329	4640623
ENSG00000278700	Metazoa_SRP	chr16	4658851	4659151
ENSG00000276641	MIR6769A	chr16	4671318	4671390
ENSG00000168101	NUDT16L1	chr16	4693562	4695859
ENSG00000168096	ANKS3	chr16	4696510	4734378
ENSG00000266994	ENSG00000266994	chr16	4730115	4752565
ENSG00000166246	DNAAF8	chr16	4734344	4749396
ENSG00000103199	ZNF500	chr16	4748239	4767624
ENSG00000276096	Metazoa_SRP	chr16	4756338	4756633
ENSG00000140623	SEPTIN12	chr16	4777606	4788398
ENSG00000285952	ENSG00000285952	chr16	4777939	4801423
ENSG00000267795	SMIM22	chr16	4788397	4796491
ENSG00000267077	ENSG00000267077	chr16	4795265	4796532
ENSG00000067836	ROGDI	chr16	4796968	4802880
ENSG00000140632	GLYR1	chr16	4803203	4847288
ENSG00000275056	ENSG00000275056	chr16	4839244	4840334
ENSG00000118900	UBN1	chr16	4846665	4882401
ENSG00000118898	PPL	chr16	4882507	4960741
ENSG00000103184	SEC14L5	chr16	4958330	5019157
ENSG00000310231	ENSG00000310231	chr16	4970577	4973096
ENSG00000267072	ENSG00000267072	chr16	5010909	5042250
ENSG00000103174	NAGPA	chr16	5024844	5034141
ENSG00000033011	ALG1	chr16	5033702	5087379
ENSG00000153446	C16orf89	chr16	5044122	5066110
ENSG00000260882	ENSG00000260882	chr16	5078168	5078605
ENSG00000118894	EEF2KMT	chr16	5084284	5097795
ENSG00000285567	ENSG00000285567	chr16	5097943	5235822
ENSG00000273963	ENPP7P14	chr16	5110793	5148685
ENSG00000299641	ENSG00000299641	chr16	5198388	5203475
ENSG00000260431	VPS51P1	chr16	5207088	5207439
ENSG00000261811	LINC02164	chr16	5215243	5220843
ENSG00000078328	RBFOX1	chr16	5239802	7713340
ENSG00000301646	ENSG00000301646	chr16	5240679	5241982
ENSG00000260817	ENSG00000260817	chr16	5260686	5261043
ENSG00000242278	RPS3AP48	chr16	5270174	5270954
ENSG00000267182	SNRPCP20	chr16	5289200	5289409
ENSG00000261007	NPM1P3	chr16	5365797	5366688
ENSG00000260338	LINC01570	chr16	5596856	5616373
ENSG00000301629	ENSG00000301629	chr16	5598902	5600322
ENSG00000273648	MIR8065	chr16	5632467	5632566
ENSG00000305294	ENSG00000305294	chr16	5758632	5762765
ENSG00000270440	ENSG00000270440	chr16	5838131	5838661
ENSG00000308075	ENSG00000308075	chr16	5891403	5906054
ENSG00000280000	ENSG00000280000	chr16	6037210	6038977
ENSG00000257180	ENSG00000257180	chr16	6056975	6092954
ENSG00000286635	ENSG00000286635	chr16	6380476	6395578
ENSG00000260835	ENSG00000260835	chr16	6573767	6577359
ENSG00000278975	ENSG00000278975	chr16	6703883	6705558
ENSG00000259963	ENSG00000259963	chr16	6721786	6721960
ENSG00000252080	RNU7-99P	chr16	6748908	6748969
ENSG00000200869	RNU6-457P	chr16	6873899	6874005
ENSG00000212189	RNU6-328P	chr16	7004007	7004112
ENSG00000310437	ENSG00000310437	chr16	7043707	7055541
ENSG00000289107	ENSG00000289107	chr16	7054233	7057043
ENSG00000240419	ENSG00000240419	chr16	7126293	7126639
ENSG00000287340	ENSG00000287340	chr16	7301605	7305055
ENSG00000283584	ENSG00000283584	chr16	7431217	7431296
ENSG00000301289	ENSG00000301289	chr16	7432652	7442350
ENSG00000301309	ENSG00000301309	chr16	7612680	7615540
ENSG00000261198	ENSG00000261198	chr16	7614230	7614992
ENSG00000301273	ENSG00000301273	chr16	7693420	7817270
ENSG00000252138	ENSG00000252138	chr16	7726841	7726951
ENSG00000260289	ENSG00000260289	chr16	7878799	8112756
ENSG00000309099	ENSG00000309099	chr16	7888937	8012250
ENSG00000295584	ENSG00000295584	chr16	8090071	8099651
ENSG00000299944	ENSG00000299944	chr16	8114712	8180769
ENSG00000299962	ENSG00000299962	chr16	8118414	8128939
ENSG00000296626	ENSG00000296626	chr16	8252086	8258740
ENSG00000260003	ENSG00000260003	chr16	8276263	8295700
ENSG00000261319	LINC02152	chr16	8298492	8299772
ENSG00000260058	ENSG00000260058	chr16	8309962	8357860
ENSG00000259819	ENSG00000259819	chr16	8369864	8376276
ENSG00000302503	ENSG00000302503	chr16	8430642	8435981
ENSG00000260379	ENSG00000260379	chr16	8508069	8508585
ENSG00000261066	ENSG00000261066	chr16	8526549	8532013
ENSG00000232258	TMEM114	chr16	8537605	8590511
ENSG00000287522	ENSG00000287522	chr16	8615855	8618033
ENSG00000067365	METTL22	chr16	8621683	8649654
ENSG00000279357	ENSG00000279357	chr16	8666762	8667271
ENSG00000183044	ABAT	chr16	8674596	8784575
ENSG00000243954	RN7SL743P	chr16	8683254	8683551
ENSG00000238417	RNU7-63P	chr16	8705456	8705517
ENSG00000260764	ENSG00000260764	chr16	8731416	8731559
ENSG00000300157	ENSG00000300157	chr16	8738393	8740691
ENSG00000184857	TMEM186	chr16	8780384	8797642
ENSG00000140650	PMM2	chr16	8788823	8862534
ENSG00000260350	ENSG00000260350	chr16	8847650	8848724
ENSG00000153048	CARHSP1	chr16	8852942	8869012
ENSG00000261481	CARHSP1-DT	chr16	8869167	8870043
ENSG00000283516	LITAFD	chr16	8875704	8885353
ENSG00000187555	USP7	chr16	8892097	8975328
ENSG00000260979	USP7-AS1	chr16	8962148	8967363
ENSG00000309643	ENSG00000309643	chr16	8992121	8992300
ENSG00000296326	ENSG00000296326	chr16	9012261	9013635
ENSG00000296307	ENSG00000296307	chr16	9013074	9043292
ENSG00000302150	ENSG00000302150	chr16	9055772	9068412
ENSG00000261392	ENSG00000261392	chr16	9068554	9072412
ENSG00000182831	HAPSTR1	chr16	9091644	9121635
ENSG00000263244	ENSG00000263244	chr16	9104848	9113181
ENSG00000260349	ENSG00000260349	chr16	9105834	9107174
ENSG00000294612	ENSG00000294612	chr16	9154938	9155860
ENSG00000220793	RPL21P119	chr16	9156402	9156881
ENSG00000299841	ENSG00000299841	chr16	9182064	9183765
ENSG00000298062	ENSG00000298062	chr16	9195575	9199831
ENSG00000294690	ENSG00000294690	chr16	9258754	9260270
ENSG00000261617	LINC02177	chr16	9287163	9657465
ENSG00000261397	LINC01177	chr16	9441294	9444985
ENSG00000261075	LINC01195	chr16	9446010	9455505
ENSG00000200468	RNA5SP403	chr16	9564390	9564497
ENSG00000252927	RNA5SP404	chr16	9600097	9600228
ENSG00000300230	ENSG00000300230	chr16	9661608	9666151
ENSG00000298224	ENSG00000298224	chr16	9666601	9667463
ENSG00000260362	ENSG00000260362	chr16	9666883	9676917
ENSG00000298185	ENSG00000298185	chr16	9667845	9717553
ENSG00000183454	GRIN2A	chr16	9753404	10183337
ENSG00000283221	ENSG00000283221	chr16	9794637	9805571
ENSG00000287830	ENSG00000287830	chr16	9808856	9810726
ENSG00000261810	ENSG00000261810	chr16	10033684	10037297
ENSG00000261647	IMPDH1P11	chr16	10111382	10112885
ENSG00000302122	ENSG00000302122	chr16	10181492	10222491
ENSG00000285543	ENSG00000285543	chr16	10214784	10263148
ENSG00000266439	RN7SL493P	chr16	10221775	10222073
ENSG00000303582	ENSG00000303582	chr16	10283401	10319237
ENSG00000303602	ENSG00000303602	chr16	10318577	10343449
ENSG00000166669	ATF7IP2	chr16	10326434	10483638
ENSG00000260756	ENSG00000260756	chr16	10351440	10352752
ENSG00000293875	ENSG00000293875	chr16	10353467	10355842
ENSG00000303796	ENSG00000303796	chr16	10356868	10357083
ENSG00000289023	ENSG00000289023	chr16	10392338	10393002
ENSG00000279662	ENSG00000279662	chr16	10445309	10449747
ENSG00000199482	RNU6-633P	chr16	10496272	10496374
ENSG00000296568	ENSG00000296568	chr16	10497581	10502370
ENSG00000260468	LINC01290	chr16	10514842	10528202
ENSG00000213853	EMP2	chr16	10528422	10580632
ENSG00000256013	ENSG00000256013	chr16	10529440	10532082
ENSG00000260310	ENSG00000260310	chr16	10576499	10578183
ENSG00000301053	ENSG00000301053	chr16	10580126	10586644
ENSG00000301034	ENSG00000301034	chr16	10585982	10619532
ENSG00000303290	ENSG00000303290	chr16	10621194	10622529
ENSG00000153060	TEKT5	chr16	10627501	10694930
ENSG00000263279	ENSG00000263279	chr16	10690831	10692973
ENSG00000263241	MTCYBP33	chr16	10718633	10719762
ENSG00000262107	MTND6P33	chr16	10719833	10720015
ENSG00000261904	MTND5P33	chr16	10720015	10721464
ENSG00000262322	MTND4P34	chr16	10721698	10723068
ENSG00000262259	MTND4LP24	chr16	10723065	10723355
ENSG00000263196	MTND3P13	chr16	10723424	10723766
ENSG00000262158	MTCO3P24	chr16	10723836	10724617
ENSG00000262381	MTATP6P24	chr16	10724620	10725296
ENSG00000310402	ENSG00000310402	chr16	10726238	10742522
ENSG00000289073	ENSG00000289073	chr16	10743296	10744120
ENSG00000103274	NUBP1	chr16	10743786	10769351
ENSG00000166676	TVP23A	chr16	10760919	10818794
ENSG00000302410	ENSG00000302410	chr16	10839405	10842923
ENSG00000262488	ENSG00000262488	chr16	10840384	10841544
ENSG00000262151	ENSG00000262151	chr16	10864914	10888752
ENSG00000179583	CIITA	chr16	10866222	10943021
ENSG00000308110	ENSG00000308110	chr16	10891018	10918541
ENSG00000182108	DEXI	chr16	10928891	10942468
ENSG00000280153	ENSG00000280153	chr16	10933903	10936280
ENSG00000038532	CLEC16A	chr16	10944539	11182186
ENSG00000229917	RPL7P46	chr16	11027024	11027763
ENSG00000274038	ENSG00000274038	chr16	11056556	11057034
ENSG00000262020	ENSG00000262020	chr16	11066496	11071102
ENSG00000287121	ENSG00000287121	chr16	11155298	11162818
ENSG00000263033	ENSG00000263033	chr16	11196177	11224969
ENSG00000306976	ENSG00000306976	chr16	11205942	11208123
ENSG00000263179	HNRNPCP4	chr16	11242653	11243552
ENSG00000175643	RMI2	chr16	11249619	11381662
ENSG00000185338	SOCS1	chr16	11254417	11256204
ENSG00000178279	TNP2	chr16	11267748	11269533
ENSG00000178257	PRM3	chr16	11273199	11273629
ENSG00000212228	ENSG00000212228	chr16	11274113	11274236
ENSG00000122304	PRM2	chr16	11275639	11276480
ENSG00000175646	PRM1	chr16	11280841	11281330
ENSG00000287429	ENSG00000287429	chr16	11290569	11294906
ENSG00000221801	MIR548H2	chr16	11306440	11306527
ENSG00000199668	Y_RNA	chr16	11315067	11315178
ENSG00000263080	ENSG00000263080	chr16	11341809	11345294
ENSG00000262703	ENSG00000262703	chr16	11348143	11349321
ENSG00000188897	ENSG00000188897	chr16	11359845	11527247
ENSG00000262636	ENSG00000262636	chr16	11380859	11381118
ENSG00000262999	ENSG00000262999	chr16	11465260	11473174
ENSG00000189067	LITAF	chr16	11546875	11636381
ENSG00000300304	ENSG00000300304	chr16	11560948	11561695
ENSG00000300288	ENSG00000300288	chr16	11624883	11626134
ENSG00000300271	ENSG00000300271	chr16	11629698	11633805
ENSG00000296138	ENSG00000296138	chr16	11640459	11641551
ENSG00000184602	SNN	chr16	11668455	11679152
ENSG00000153066	TXNDC11	chr16	11679083	11742857
ENSG00000262420	TXNDC11-AS1	chr16	11741910	11768533
ENSG00000122299	ZC3H7A	chr16	11750586	11797258
ENSG00000274505	Metazoa_SRP	chr16	11753666	11753948
ENSG00000277369	ENSG00000277369	chr16	11797303	11799043
ENSG00000262117	BCAR4	chr16	11798461	11828977
ENSG00000294735	ENSG00000294735	chr16	11819830	11828833
ENSG00000171490	RSL1D1	chr16	11833850	11851580
ENSG00000263307	RSL1D1-DT	chr16	11851613	11907490
ENSG00000103342	GSPT1	chr16	11868128	11916082
ENSG00000261560	ENSG00000261560	chr16	11881075	11882569
ENSG00000260318	COX6CP1	chr16	11903923	11904137
ENSG00000261216	ENSG00000261216	chr16	11908208	11908916
ENSG00000277458	ENSG00000277458	chr16	11926199	11926307
ENSG00000234719	NPIPB2	chr16	11927259	11976643
ENSG00000048462	TNFRSF17	chr16	11965210	11968068
ENSG00000260224	UBL5P4	chr16	11968508	11968743
ENSG00000048471	SNX29	chr16	11976734	12574287
ENSG00000260488	ENSG00000260488	chr16	11976851	11977850
ENSG00000241641	RPS23P6	chr16	12081237	12081902
ENSG00000175604	ENSG00000175604	chr16	12086746	12090302
ENSG00000261293	ENSG00000261293	chr16	12093627	12095307
ENSG00000238685	ENSG00000238685	chr16	12297197	12297323
ENSG00000261394	ENSG00000261394	chr16	12356756	12372605
ENSG00000260723	ENSG00000260723	chr16	12372701	12373904
ENSG00000278979	ENSG00000278979	chr16	12374355	12376032
ENSG00000304001	ENSG00000304001	chr16	12515156	12515888
ENSG00000260601	ENSG00000260601	chr16	12545482	12546684
ENSG00000259876	ENSG00000259876	chr16	12556353	12557694
ENSG00000259899	ENSG00000259899	chr16	12560751	12611083
ENSG00000274834	ENSG00000274834	chr16	12614451	12614852
ENSG00000303237	ENSG00000303237	chr16	12627856	12639236
ENSG00000103381	CPPED1	chr16	12659799	12803887
ENSG00000264733	MIR4718	chr16	12720321	12720371
ENSG00000260378	ENSG00000260378	chr16	12745840	12757835
ENSG00000261158	ENSG00000261158	chr16	12759282	12761162
ENSG00000305606	ENSG00000305606	chr16	12775926	12777272
ENSG00000296117	ENSG00000296117	chr16	12818461	12834321
ENSG00000199474	ENSG00000199474	chr16	12842487	12842610
ENSG00000241932	RPL35AP34	chr16	12881170	12881493
ENSG00000237515	SHISA9	chr16	12901598	13240416
ENSG00000262116	ENSG00000262116	chr16	13197606	13204907
ENSG00000262801	ENSG00000262801	chr16	13246181	13563388
ENSG00000262011	ENSG00000262011	chr16	13331368	13332583
ENSG00000262235	TMF1P1	chr16	13458326	13458698
ENSG00000299027	ENSG00000299027	chr16	13588626	13607487
ENSG00000299051	ENSG00000299051	chr16	13595117	13612008
ENSG00000294970	ENSG00000294970	chr16	13648888	13702812
ENSG00000262267	ENSG00000262267	chr16	13703306	13780828
